Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0022B-28X-1, 31.0 cm",NULL,295.768,295.81,295.768,295.81,"C0022B-28X-1, 33.0 cm",NULL,295.785,295.83,295.785,295.83,"C0022B-28X-1 W, 31.0--33.0 cm",CKY000000000001729910,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:13Z,NULL,18.9699,8.5299,28.3319,9.362,26.0217,11.1393,7.0518,2.394,2.3379,2.5713,4.9092,2.6094,0.0838,0.0381,6.968,0.2557,0.3436,1.907,1.4194,2.7099,0.4762,0.9092,fuway,2013-01-12T02:19:31Z
"C0022B-28X-1, 93.0 cm",NULL,296.304,296.43,296.304,296.43,"C0022B-28X-1, 96.0 cm",NULL,296.33,296.46,296.33,296.46,"C0022B-28X-1 W, 93.0--96.0 cm",CKY000000000001730010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:13Z,NULL,18.1659,8.1714,32.2749,14.109,28.8559,12.1332,10.69,3.543,3.46,3.9054,7.3654,3.9618,0.124,0.0564,10.566,0.2511,0.3353,1.9156,1.4345,2.7055,0.4698,0.886,fuway,2013-01-12T02:19:31Z
"C0022B-28X-2, 31.0 cm",NULL,296.827,297.035,296.827,297.035,"C0022B-28X-2, 34.0 cm",NULL,296.853,297.065,296.853,297.065,"C0022B-28X-2 W, 31.0--34.0 cm",CKY000000000001730110,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:13Z,NULL,18.6888,8.4642,34.7451,16.0563,31.1039,13.0473,12.4151,3.7733,3.6849,4.5231,8.208,4.5831,0.1321,0.06,12.283,0.235,0.3072,1.9562,1.4965,2.7156,0.4489,0.8147,fuway,2013-01-12T02:19:31Z
"C0022B-28X-4, 3.0 cm",NULL,297.596,297.925,297.596,297.925,"C0022B-28X-4, 5.0 cm",NULL,297.613,297.945,297.613,297.945,"C0022B-28X-4 W, 3.0--5.0 cm",CKY000000000001730210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:13Z,NULL,19.0124,8.5907,34.3511,15.3387,30.336,12.7909,11.3236,4.1607,4.0632,4.134,8.1972,4.2002,0.1456,0.0662,11.178,0.2713,0.3722,1.8712,1.3636,2.7039,0.4957,0.9829,fuway,2013-01-12T02:19:31Z
"C0022B-28X-4, 99.0 cm",NULL,298.426,298.885,298.426,298.885,"C0022B-28X-4, 102.0 cm",NULL,298.452,298.915,298.452,298.915,"C0022B-28X-4 W, 99.0--102.0 cm",CKY000000000001730310,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:14Z,NULL,19.0918,8.6504,40.5085,21.4167,35.0088,14.5322,15.917,5.6992,5.5656,5.7911,11.3567,5.8818,0.1995,0.0907,15.7175,0.2661,0.3626,1.8858,1.384,2.7141,0.4901,0.9611,fuway,2013-01-12T02:19:31Z
"C0022B-28X-5, 35.0 cm",NULL,298.97,299.515,298.97,299.515,"C0022B-28X-5, 38.0 cm",NULL,298.996,299.545,298.996,299.545,"C0022B-28X-5 W, 35.0--38.0 cm",CKY000000000001730410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:14Z,NULL,18.9845,8.5392,36.7805,17.796,32.4966,13.5895,13.5121,4.4393,4.3353,4.9797,9.315,5.0503,0.1554,0.0706,13.3567,0.2495,0.3324,1.9105,1.4339,2.6822,0.4654,0.8706,fuway,2013-01-12T02:19:31Z
"C0022B-28X-5, 109.0 cm",NULL,299.61,300.255,299.61,300.255,"C0022B-28X-5, 112.0 cm",NULL,299.636,300.285,299.636,300.285,"C0022B-28X-5 W, 109.0--112.0 cm",CKY000000000001730510,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:14Z,NULL,18.8382,8.4602,32.8778,14.0396,29.1197,12.2706,10.2815,3.8944,3.8031,3.7484,7.5515,3.8104,0.1363,0.062,10.1452,0.2774,0.3839,1.8592,1.3435,2.7065,0.5036,1.0146,fuway,2013-01-12T02:19:31Z
"C0022B-28X-6, 24.0 cm",NULL,299.878,300.565,299.878,300.565,"C0022B-28X-6, 26.0 cm",NULL,299.895,300.585,299.895,300.585,"C0022B-28X-6 W, 24.0--26.0 cm",CKY000000000001730610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T19:53:14Z,NULL,18.7228,8.4546,32.0665,13.3437,28.6257,12.0714,9.9029,3.5656,3.482,3.5601,7.0421,3.6168,0.1248,0.0567,9.7781,0.2672,0.3647,1.8948,1.3885,2.7466,0.4945,0.9781,fuway,2013-01-12T02:19:31Z
"C0022B-29X-1, 71.0 cm",NULL,301.21,301.21,301.21,301.21,"C0022B-29X-1, 74.0 cm",NULL,301.24,301.24,301.24,301.24,"C0022B-29X-1 W, 71.0--74.0 cm",CKY000000000001733810,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T23:16:22Z,NULL,18.7733,8.4024,29.7089,10.9356,26.8897,11.433,8.1164,2.9215,2.853,2.9841,5.8371,3.0306,0.1023,0.0465,8.0141,0.2672,0.3645,1.8735,1.373,2.6856,0.4888,0.9561,fuway,2013-01-12T02:19:31Z
"C0022B-29X-3, 33.0 cm",NULL,302.125,302.125,302.125,302.125,"C0022B-29X-3, 35.0 cm",NULL,302.145,302.145,302.145,302.145,"C0022B-29X-3 W, 33.0--35.0 cm",CKY000000000001733910,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T23:16:22Z,NULL,18.1169,8.19,34.7185,16.6016,29.9129,12.4972,11.796,4.9799,4.8632,4.228,9.0912,4.3072,0.1743,0.0792,11.6217,0.3,0.4285,1.8261,1.2783,2.7487,0.5349,1.1502,fuway,2013-01-12T02:19:31Z
"C0022B-29X-3, 96.0 cm",NULL,302.755,302.755,302.755,302.755,"C0022B-29X-3, 98.0 cm",NULL,302.775,302.775,302.775,302.775,"C0022B-29X-3 W, 96.0--98.0 cm",CKY000000000001734010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T23:16:22Z,NULL,18.2922,8.1766,29.7561,11.4639,26.471,11.2636,8.1788,3.4042,3.3244,3.0329,6.3573,3.087,0.1191,0.0541,8.0597,0.2969,0.4224,1.8033,1.2678,2.6574,0.5229,1.0961,fuway,2013-01-12T02:19:31Z
"C0022B-29X-4, 66.0 cm",NULL,303.86,303.86,303.86,303.86,"C0022B-29X-4, 68.0 cm",NULL,303.88,303.88,303.88,303.88,"C0022B-29X-4 W, 66.0--68.0 cm",CKY000000000001734110,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T23:16:22Z,NULL,18.2016,8.1894,33.5915,15.3899,29.8935,12.5628,11.6919,3.8321,3.7423,4.3124,8.0547,4.3734,0.1341,0.061,11.5578,0.249,0.3316,1.9107,1.4349,2.6801,0.4646,0.8678,fuway,2013-01-12T02:19:31Z
"C0022B-29X-5, 8.0 cm",NULL,304.195,304.195,304.195,304.195,"C0022B-29X-5, 11.0 cm",NULL,304.225,304.225,304.225,304.225,"C0022B-29X-5 W, 8.0--11.0 cm",CKY000000000001734210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-04T23:16:22Z,NULL,18.8473,8.4582,34.2777,15.4304,30.5243,12.8009,11.677,3.8895,3.7983,4.2808,8.0791,4.3427,0.1361,0.0619,11.5409,0.2521,0.337,1.9099,1.4285,2.696,0.4701,0.8873,fuway,2013-01-12T02:19:31Z
"C0022B-30X-1, 39.0 cm",NULL,305.89,305.89,305.89,305.89,"C0022B-30X-1, 41.0 cm",NULL,305.91,305.91,305.91,305.91,"C0022B-30X-1 W, 39.0--41.0 cm",CKY000000000001737910,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:03Z,NULL,18.587,8.3642,30.0128,11.4258,26.7241,11.3981,8.1371,3.408,3.3281,2.9797,6.3078,3.0339,0.1193,0.0542,8.0178,0.2983,0.4251,1.8114,1.2711,2.6908,0.5276,1.1169,fuway,2013-01-12T02:19:31Z
"C0022B-30X-1, 98.5 cm",NULL,306.485,306.485,306.485,306.485,"C0022B-30X-1, 103.0 cm",NULL,306.53,306.53,306.53,306.53,"C0022B-30X-1 WR, 98.5--103.0 cm",CKY000000000001714210,PP,NULL,8,oohashi338,NULL,CKY,2013-01-04T07:34:32Z,NULL,18.1411,8.1283,35.2083,17.0672,31.0668,12.9877,12.9257,4.2917,4.1911,4.7911,8.9822,4.8594,0.1502,0.0683,12.7755,0.2515,0.3359,1.9001,1.4223,2.6665,0.4666,0.8748,fuway,2013-01-12T02:19:31Z
"C0022B-30X-2, 28.0 cm",NULL,306.99,306.99,306.99,306.99,"C0022B-30X-2, 31.0 cm",NULL,307.02,307.02,307.02,307.02,"C0022B-30X-2 W, 28.0--31.0 cm",CKY000000000001738010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:03Z,NULL,18.2438,8.2284,31.8795,13.6357,28.2526,11.9012,10.0088,3.7584,3.6703,3.613,7.2833,3.6728,0.1315,0.0598,9.8773,0.2756,0.3805,1.8722,1.3562,2.7338,0.5039,1.0159,fuway,2013-01-12T02:19:31Z
"C0022B-30X-4, 3.0 cm",NULL,307.71,307.71,307.71,307.71,"C0022B-30X-4, 5.0 cm",NULL,307.73,307.73,307.73,307.73,"C0022B-30X-4 W, 3.0--5.0 cm",CKY000000000001738110,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:03Z,NULL,18.7957,8.4783,33.0715,14.2758,29.6355,12.4184,10.8398,3.5606,3.4771,3.8835,7.3606,3.9401,0.1246,0.0566,10.7152,0.2494,0.3323,1.9395,1.4558,2.7592,0.4724,0.8954,fuway,2013-01-12T02:19:31Z
"C0022B-30X-4, 107.0 cm",NULL,308.75,308.75,308.75,308.75,"C0022B-30X-4, 110.0 cm",NULL,308.78,308.78,308.78,308.78,"C0022B-30X-4 W, 107.0--110.0 cm",CKY000000000001738210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:03Z,NULL,18.129,8.1127,29.6079,11.4789,26.7323,11.3823,8.6033,2.9799,2.9101,3.2222,6.1323,3.2696,0.1043,0.0474,8.499,0.2596,0.3506,1.8719,1.3859,2.6376,0.4746,0.9031,fuway,2013-01-12T02:19:31Z
"C0022B-30X-5, 14.0 cm",NULL,309.23,309.23,309.23,309.23,"C0022B-30X-5, 16.0 cm",NULL,309.25,309.25,309.25,309.25,"C0022B-30X-5 W, 14.0--16.0 cm",CKY000000000001738310,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:03Z,NULL,18.886,8.543,39.9653,21.0793,34.4611,14.2669,15.5751,5.7038,5.5701,5.6332,11.2033,5.7239,0.1996,0.0907,15.3755,0.2706,0.371,1.8815,1.3724,2.7294,0.4972,0.9888,fuway,2013-01-12T02:19:31Z
"C0022B-30X-5, 74.0 cm",NULL,309.83,309.83,309.83,309.83,"C0022B-30X-5, 77.0 cm",NULL,309.86,309.86,309.86,309.86,"C0022B-30X-5 W, 74.0--77.0 cm",CKY000000000001738410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:04Z,NULL,18.718,8.4449,30.9401,12.2221,27.5405,11.6913,8.8225,3.5229,3.4403,3.1904,6.6307,3.2464,0.1233,0.056,8.6992,0.2882,0.405,1.8433,1.312,2.7267,0.5188,1.0783,fuway,2013-01-12T02:19:31Z
"C0022B-30X-6, 6.0 cm",NULL,310.57,310.57,310.57,310.57,"C0022B-30X-6, 10.5 cm",NULL,310.615,310.615,310.615,310.615,"C0022B-30X-6 WR, 6.0--10.5 cm",CKY000000000001715010,PP,NULL,8,oohashi338,NULL,CKY,2013-01-04T07:35:55Z,NULL,18.9714,8.5759,34.5859,15.6145,30.6866,12.7775,11.7152,4.0407,3.946,4.1373,8.0833,4.2016,0.1414,0.0643,11.5738,0.2588,0.3491,1.9317,1.4318,2.7974,0.4882,0.9538,fuway,2013-01-12T02:19:31Z
"C0022B-30X-6, 78.0 cm",NULL,311.29,311.29,311.29,311.29,"C0022B-30X-6, 82.0 cm",NULL,311.33,311.33,311.33,311.33,"C0022B-30X-6 W, 78.0--82.0 cm",CKY000000000001738510,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:04Z,NULL,18.7936,8.4362,32.3854,13.5918,28.7581,12.1568,9.9645,3.7589,3.6708,3.6608,7.3316,3.7206,0.1316,0.0598,9.8329,0.2766,0.3823,1.8539,1.3412,2.686,0.5007,1.0027,fuway,2013-01-12T02:19:31Z
"C0022B-30X-7, 35.0 cm",NULL,312.26,312.26,312.26,312.26,"C0022B-30X-7, 37.0 cm",NULL,312.28,312.28,312.28,312.28,"C0022B-30X-7 W, 35.0--37.0 cm",CKY000000000001738610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:04Z,NULL,18.301,8.2811,31.4927,13.1917,28.0916,11.9127,9.7906,3.5245,3.4419,3.5755,7.0174,3.6316,0.1234,0.0561,9.6672,0.2672,0.3646,1.8799,1.3776,2.7037,0.4905,0.9626,fuway,2013-01-12T02:19:31Z
"C0022B-30X-7, 95.0 cm",NULL,312.86,312.86,312.86,312.86,"C0022B-30X-7, 97.0 cm",NULL,312.88,312.88,312.88,312.88,"C0022B-30X-7 W, 95.0--97.0 cm",CKY000000000001738710,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:04Z,NULL,18.8901,8.4597,31.7326,12.8425,28.3284,12.0058,9.4383,3.5277,3.445,3.49,6.935,3.5461,0.1235,0.0561,9.3148,0.2747,0.3787,1.8518,1.3432,2.669,0.4968,0.9871,fuway,2013-01-12T02:19:31Z
"C0022B-30X-8, 37.0 cm",NULL,313.63,313.63,313.63,313.63,"C0022B-30X-8, 40.0 cm",NULL,313.66,313.66,313.66,313.66,"C0022B-30X-8 W, 37.0--40.0 cm",CKY000000000001738810,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T00:04:04Z,NULL,18.7983,8.4293,36.1467,17.3484,31.6063,13.1893,12.808,4.7051,4.5948,4.6851,9.2799,4.76,0.1647,0.0749,12.6433,0.2712,0.3721,1.8695,1.3624,2.6986,0.4951,0.9807,fuway,2013-01-12T02:19:31Z
"C0022B-31X-1, 12.0 cm",NULL,315.114,315.12,315.114,315.12,"C0022B-31X-1, 14.0 cm",NULL,315.133,315.14,315.133,315.14,"C0022B-31X-1 W, 12.0--14.0 cm",CKY000000000001745110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.2694,8.2265,35.0256,16.7562,30.8179,12.9351,12.5485,4.3603,4.2581,4.6392,8.8973,4.7086,0.1526,0.0694,12.3959,0.2602,0.3518,1.8833,1.3932,2.672,0.4786,0.9179,fuway,2013-01-12T02:19:31Z
"C0022B-31X-1, 74.0 cm",NULL,315.705,315.74,315.705,315.74,"C0022B-31X-1, 76.0 cm",NULL,315.724,315.76,315.724,315.76,"C0022B-31X-1 W, 74.0--76.0 cm",CKY000000000001745210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.8512,8.5068,34.6177,15.7665,30.5509,12.8102,11.6997,4.2143,4.1155,4.2364,8.3519,4.3034,0.1475,0.067,11.5522,0.2673,0.3648,1.8878,1.3832,2.7269,0.4928,0.9715,fuway,2013-01-12T02:19:31Z
"C0022B-31X-3, 23.0 cm",NULL,316.505,316.58,316.505,316.58,"C0022B-31X-3, 25.0 cm",NULL,316.524,316.6,316.524,316.6,"C0022B-31X-3 W, 23.0--25.0 cm",CKY000000000001745310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.8612,8.4951,31.6888,12.8276,28.3898,12.0314,9.5286,3.4187,3.3386,3.4819,6.8205,3.5363,0.1197,0.0544,9.4089,0.2665,0.3633,1.8807,1.3795,2.7022,0.4895,0.9588,fuway,2013-01-12T02:19:31Z
"C0022B-31X-4, 43.0 cm",NULL,317.943,318.09,317.943,318.09,"C0022B-31X-4, 45.0 cm",NULL,317.962,318.11,317.962,318.11,"C0022B-31X-4 W, 43.0--45.0 cm",CKY000000000001745510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,19.1509,8.6542,36.0237,16.8728,31.1608,13.065,12.0099,5.0393,4.9212,4.3306,9.2518,4.4108,0.1764,0.0802,11.8335,0.2987,0.4259,1.8237,1.279,2.7325,0.5319,1.1364,fuway,2013-01-12T02:19:31Z
"C0022B-31X-4, 115.0 cm",NULL,318.629,318.81,318.629,318.81,"C0022B-31X-4, 117.0 cm",NULL,318.648,318.83,318.648,318.83,"C0022B-31X-4 W, 115.0--117.0 cm",CKY000000000001745610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.8056,8.4942,34.0952,15.2896,30.2766,12.7177,11.471,3.9571,3.8644,4.1605,8.0249,4.2235,0.1385,0.063,11.3325,0.2588,0.3492,1.9053,1.4122,2.7238,0.4816,0.9288,fuway,2013-01-12T02:19:31Z
"C0022B-31X-5, 30.0 cm",NULL,319.086,319.29,319.086,319.29,"C0022B-31X-5, 32.0 cm",NULL,319.105,319.31,319.105,319.31,"C0022B-31X-5 W, 30.0--32.0 cm",CKY000000000001745710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,19.0607,8.6567,34.4233,15.3626,30.3933,12.7676,11.3326,4.1762,4.0783,4.0444,8.1227,4.1109,0.1462,0.0665,11.1864,0.2718,0.3733,1.8913,1.3772,2.7659,0.5021,1.0084,fuway,2013-01-12T02:19:31Z
"C0022B-31X-5, 128.0 cm",NULL,320.019,320.27,320.019,320.27,"C0022B-31X-5, 130.0 cm",NULL,320.038,320.29,320.038,320.29,"C0022B-31X-5 W, 128.0--130.0 cm",CKY000000000001745810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.2883,8.2784,28.3004,10.0121,25.5344,10.9541,7.2461,2.8663,2.7991,2.6301,5.4292,2.6757,0.1003,0.0456,7.1458,0.2863,0.4011,1.8441,1.3162,2.7169,0.5156,1.0643,fuway,2013-01-12T02:19:31Z
"C0022B-31X-6, 24.0 cm",NULL,320.371,320.64,320.371,320.64,"C0022B-31X-6, 26.0 cm",NULL,320.391,320.66,320.391,320.66,"C0022B-31X-6 W, 24.0--26.0 cm",CKY000000000001745910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.15,8.1133,33.4071,15.2571,29.504,12.3748,11.354,4.0447,3.9499,4.1971,8.147,4.2615,0.1416,0.0644,11.2124,0.2651,0.3607,1.8727,1.3763,2.6715,0.4848,0.9411,fuway,2013-01-12T02:19:31Z
"C0022B-31X-6, 106.0 cm",NULL,321.152,321.46,321.152,321.46,"C0022B-31X-6, 111.0 cm",NULL,321.2,321.51,321.2,321.51,"C0022B-31X-6 WR, 106.0--111.0 cm",CKY000000000001718510,PP,NULL,8,oohashi338,NULL,CKY,2013-01-04T10:27:57Z,NULL,18.8014,8.4671,37.6081,18.8067,33.0819,13.7139,14.2805,4.6904,4.5805,5.1722,9.7527,5.2468,0.1642,0.0746,14.1163,0.2494,0.3323,1.9284,1.4474,2.7293,0.4697,0.8856,fuway,2013-01-12T02:19:31Z
"C0022B-31X-7, 8.0 cm",NULL,321.552,321.88,321.552,321.88,"C0022B-31X-7, 12.0 cm",NULL,321.591,321.92,321.591,321.92,"C0022B-31X-7 WR, 8.0--12.0 cm",CKY000000000001720010,PP,NULL,8,oohashi338,NULL,CKY,2013-01-04T11:12:39Z,NULL,18.8148,8.4543,31.2675,12.4527,28.2501,11.9289,9.4353,3.1268,3.0535,3.4249,6.4784,3.4746,0.1094,0.0497,9.3259,0.2511,0.3353,1.9222,1.4395,2.723,0.4713,0.8916,fuway,2013-01-12T02:19:31Z
"C0022B-31X-7, 135.0 cm",NULL,322.762,323.15,322.762,323.15,"C0022B-31X-7, 137.0 cm",NULL,322.781,323.17,322.781,323.17,"C0022B-31X-7 W, 135.0--137.0 cm",CKY000000000001746010,PP,NULL,8,skarbek338,SAND,CKY,2013-01-05T02:37:50Z,sand,18.7806,8.458,30.3176,11.537,27.5362,11.6993,8.7556,2.8823,2.8147,3.1954,6.0101,3.2413,0.1009,0.0459,8.6547,0.2498,0.333,1.9196,1.44,2.7085,0.4683,0.8809,fuway,2013-01-12T02:19:31Z
"C0022B-31X-8, 35.0 cm",NULL,323.124,323.53,323.124,323.53,"C0022B-31X-8, 37.0 cm",NULL,323.143,323.55,323.143,323.55,"C0022B-31X-8 W, 35.0--37.0 cm",CKY000000000001746110,PP,NULL,8,hatakedak,Dropped. Measured but not uploaded,CKY,2013-01-09T17:38:17Z,dropped,18.8631,8.4941,28.833,9.9699,26.3652,11.2907,7.5021,2.5573,2.4974,2.7559,5.2533,2.7966,0.0895,0.0407,7.4126,0.2565,0.345,1.8978,1.411,2.6897,0.4754,0.9062,fuway,2013-01-12T02:19:31Z
"C0022B-31X-8, 79.0 cm",NULL,323.543,323.97,323.543,323.97,"C0022B-31X-8, 81.0 cm",NULL,323.562,323.99,323.562,323.99,"C0022B-31X-8 W, 79.0--81.0 cm",CKY000000000001746210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T02:37:50Z,NULL,18.7687,8.3651,35.3158,16.5471,31.1731,13.0321,12.4044,4.293,4.1924,4.5987,8.7911,4.667,0.1503,0.0683,12.2541,0.2594,0.3503,1.8823,1.3939,2.6647,0.4769,0.9116,fuway,2013-01-12T02:19:31Z
"C0022B-32X-1, 1.0 cm",NULL,324.51,324.51,324.51,324.51,"C0022B-32X-1, 3.0 cm",NULL,324.53,324.53,324.53,324.53,"C0022B-32X-1 W, 1.0--3.0 cm",CKY000000000001746310,PP,NULL,8,skarbek338,SAND,CKY,2013-01-05T03:00:17Z,sand,18.1728,8.2331,33.155,14.9822,27.068,11.5069,8.8952,6.3078,6.16,3.1734,9.3334,3.2738,0.2208,0.1004,8.6744,0.421,0.7272,1.6052,0.9294,2.7335,0.66,1.9411,fuway,2013-01-12T02:19:31Z
"C0022B-33X-1, 13.0 cm",NULL,334.13,334.13,334.13,334.13,"C0022B-33X-1, 15.0 cm",NULL,334.15,334.15,334.15,334.15,"C0022B-33X-1 W, 13.0--15.0 cm",CKY000000000001752610,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,19.294,8.6859,34.901,15.607,31.2457,13.1649,11.9517,3.7879,3.6991,4.4187,8.1178,4.479,0.1326,0.0603,11.8191,0.2427,0.3205,1.9226,1.4559,2.6748,0.4557,0.8371,fuway,2013-01-12T02:19:31Z
"C0022B-33X-1, 126.0 cm",NULL,335.26,335.26,335.26,335.26,"C0022B-33X-1, 128.0 cm",NULL,335.28,335.28,335.28,335.28,"C0022B-33X-1 W, 126.0--128.0 cm",CKY000000000001752710,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.9971,8.5818,43.9866,24.9895,38.1079,15.6696,19.1108,6.0919,5.9491,6.9909,12.94,7.0878,0.2132,0.0969,18.8976,0.2438,0.3224,1.9312,1.4604,2.7032,0.4597,0.851,fuway,2013-01-12T02:19:31Z
"C0022B-33X-2, 26.5 cm",NULL,335.67,335.67,335.67,335.67,"C0022B-33X-2, 27.5 cm",NULL,335.68,335.68,335.68,335.68,"C0022B-33X-2 WR, 26.5--27.5 cm",CKY000000000001739110,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T00:08:28Z,NULL,18.6911,8.4426,33.9883,15.2972,30.2805,12.7356,11.5894,3.8423,3.7522,4.2319,7.9841,4.293,0.1345,0.0611,11.4549,0.2512,0.3354,1.916,1.4347,2.7068,0.47,0.8866,fuway,2013-01-12T02:19:31Z
"C0022B-33X-2, 106.0 cm",NULL,336.465,336.465,336.465,336.465,"C0022B-33X-2, 108.0 cm",NULL,336.485,336.485,336.485,336.485,"C0022B-33X-2 W, 106.0--108.0 cm",CKY000000000001752810,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.7915,8.4526,36.6441,17.8526,32.4098,13.4942,13.6183,4.3879,4.2851,4.9718,9.2569,5.0416,0.1536,0.0698,13.4647,0.2458,0.3259,1.9286,1.4546,2.7082,0.4629,0.8619,fuway,2013-01-12T02:19:31Z
"C0022B-33X-3, 27.0 cm",NULL,337.08,337.08,337.08,337.08,"C0022B-33X-3, 29.0 cm",NULL,337.1,337.1,337.1,337.1,"C0022B-33X-3 W, 27.0--29.0 cm",CKY000000000001752910,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.6738,8.4193,41.7309,23.0571,36.1066,14.895,17.4328,5.8283,5.6917,6.383,12.0747,6.4757,0.204,0.0927,17.2288,0.2528,0.3383,1.9095,1.4269,2.6992,0.4714,0.8917,fuway,2013-01-12T02:19:31Z
"C0022B-33X-3, 61.0 cm",NULL,337.42,337.42,337.42,337.42,"C0022B-33X-3, 63.0 cm",NULL,337.44,337.44,337.44,337.44,"C0022B-33X-3 W, 61.0--63.0 cm",CKY000000000001753010,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.7893,8.4964,35.7473,16.958,31.7063,13.2398,12.917,4.1876,4.0895,4.6768,8.7663,4.7434,0.1466,0.0666,12.7704,0.2469,0.3279,1.9345,1.4568,2.7306,0.4665,0.8744,fuway,2013-01-12T02:19:31Z
"C0022B-33X-4, 20.0 cm",NULL,338.06,338.06,338.06,338.06,"C0022B-33X-4, 22.0 cm",NULL,338.08,338.08,338.08,338.08,"C0022B-33X-4 W, 20.0--22.0 cm",CKY000000000001753110,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.7086,8.3626,29.5705,10.8619,26.8329,11.4603,8.1243,2.8369,2.7704,3.0526,5.823,3.0977,0.0993,0.0451,8.025,0.2612,0.3535,1.8653,1.3782,2.6289,0.4758,0.9076,fuway,2013-01-12T02:19:31Z
